CustomerID,LastPurchaseDate,Frequency,Monetary,Recency,R_Score,F_Score,M_Score,RFM_Score
13854,2023-12-01 09:06:00,25,8109.5199999999995,8,5,5,5,555
13856,2023-06-24 10:03:00,3,388.5,168,2,3,2,232
13858,2023-10-13 16:17:00,1,216.17000000000002,56,3,1,1,311
13859,2023-01-17 16:14:00,1,201.16,325,1,1,1,111
13860,2023-12-08 12:57:00,5,1245.9,0,5,4,4,544
13862,2023-11-21 16:24:00,8,2209.36,17,4,5,5,455
13863,2023-04-06 10:20:00,1,305.78,247,1,1,2,112
13865,2023-10-12 13:31:00,4,501.56,57,3,4,3,343
13866,2023-09-26 14:54:00,1,145.67,73,2,1,1,211
13867,2023-11-08 15:48:00,3,1005.09,30,4,3,4,434
13868,2023-12-02 16:32:00,2,3192.54,6,5,2,5,525
13869,2023-08-08 13:53:00,4,3083.65,122,2,4,5,245
13870,2023-12-07 13:23:00,8,2770.94,1,5,5,5,555
13871,2023-11-17 10:49:00,13,6403.25,22,4,5,5,455
13873,2023-08-12 10:08:00,3,389.6,119,2,3,2,232
13874,2022-12-16 18:20:00,1,540.45,357,1,1,3,113
13875,2023-10-17 09:36:00,5,1786.79,53,3,4,4,344
13876,2023-10-07 10:22:00,1,122.7,63,3,1,1,311
13877,2023-09-14 15:49:00,1,117.24,85,2,1,1,211
13878,2023-10-16 12:19:00,1,1271.57,54,3,1,4,314
13880,2023-11-18 13:44:00,13,3219.77,20,4,5,5,455
13881,2023-12-06 12:50:00,20,17159.52,3,5,5,5,555
13882,2023-12-07 11:16:00,5,1191.13,2,5,4,4,544
13883,2023-11-29 10:45:00,5,2674.48,10,5,4,5,545
13884,2023-12-02 16:30:00,5,787.6,6,5,4,3,543
13885,2023-06-03 15:07:00,2,506.8,188,1,2,3,123
13886,2023-09-29 13:17:00,1,243.56,70,3,1,1,311
13887,2023-05-19 17:22:00,1,349.55,203,1,1,2,112
13888,2023-08-12 10:13:00,2,595.67,119,2,2,3,223
13889,2023-09-08 09:13:00,1,416.90000000000003,92,2,1,2,212
13890,2023-12-08 15:36:00,10,1883.81,0,5,5,4,554
13892,2023-11-13 11:50:00,4,632.97,26,4,4,3,443
13893,2023-02-15 11:30:00,1,821.1,297,1,1,3,113
13894,2023-11-16 09:44:00,3,564.62,23,4,3,3,433
13895,2023-11-11 16:57:00,4,2593.07,27,4,4,5,445
13897,2023-10-20 14:30:00,1,311.16,49,3,1,2,312
13898,2023-01-18 10:28:00,1,155.93,325,1,1,1,111
13899,2023-11-23 13:40:00,2,388.52,15,4,2,2,422
13900,2023-06-09 19:26:00,3,740.95,182,1,3,3,133
13901,2023-09-28 14:48:00,5,2867.2000000000003,71,3,4,5,345
13904,2023-11-02 13:41:00,2,332.64,36,3,2,2,322
13908,2023-09-21 11:49:00,4,2369.55,79,2,4,5,245
13911,2023-10-13 15:43:00,9,2580.91,56,3,5,5,355
13914,2023-11-28 10:35:00,2,626.45,11,5,2,3,523
13917,2023-10-21 09:56:00,2,272.04,49,3,2,2,322
13918,2023-10-21 12:25:00,2,1212.8400000000001,49,3,2,4,324
13919,2023-10-11 14:24:00,2,384.81,58,3,2,2,322
13922,2022-12-23 10:38:00,1,172.25,351,1,1,1,111
13923,2023-10-17 12:33:00,1,351.13,53,3,1,2,312
13924,2023-12-08 09:39:00,6,1838.8500000000001,1,5,5,4,554
13925,2023-09-08 12:47:00,4,678.25,92,2,4,3,243
13926,2023-11-16 13:16:00,1,223.85000000000002,22,4,1,1,411
13927,2023-09-26 12:00:00,1,348.99,74,2,1,2,212
13928,2023-11-29 10:33:00,4,464.57,10,5,4,2,542
13929,2023-06-23 15:26:00,2,842.65,168,2,2,3,223
13930,2023-10-13 09:45:00,2,337.34,57,3,2,2,322
13931,2023-09-05 10:12:00,2,1237.53,95,2,2,4,224
13932,2023-02-18 12:02:00,1,307.4,294,1,1,2,112
13933,2023-08-22 14:03:00,2,608.79,108,2,2,3,223
13934,2023-03-21 08:39:00,1,922.1,263,1,1,3,113
13936,2023-06-13 08:47:00,1,376.58,179,1,1,2,112
13937,2023-06-23 16:35:00,1,158.85,168,2,1,1,211
13938,2023-11-04 14:37:00,1,71.66,34,3,1,1,311
13939,2023-11-16 13:33:00,3,568.55,22,4,3,3,433
13940,2023-11-22 15:15:00,4,839.14,16,4,4,3,443
13941,2023-11-18 09:43:00,5,5112.96,21,4,4,5,445
13946,2023-09-21 13:33:00,3,561.57,78,2,3,3,233
13947,2023-10-05 14:42:00,1,90.60000000000001,64,3,1,1,311
13948,2022-12-14 10:18:00,1,102.0,360,1,1,1,111
13949,2023-12-07 09:35:00,6,2427.32,2,5,5,5,555
13950,2023-11-28 14:44:00,4,745.0600000000001,10,5,4,3,543
13951,2023-06-16 16:43:00,3,674.45,175,2,3,3,233
13952,2023-05-06 09:00:00,2,3251.071,217,1,2,5,125
13953,2023-12-02 16:04:00,7,3515.68,6,5,5,5,555
13954,2023-12-08 12:50:00,2,439.92,1,5,3,2,532
13955,2023-07-08 17:19:00,2,322.96,153,2,3,2,232
13956,2023-12-04 13:20:00,5,1019.27,4,5,4,4,544
13959,2023-09-21 15:06:00,3,594.04,78,2,3,3,233
13960,2023-11-18 15:27:00,2,230.22,20,4,3,1,431
13962,2023-11-18 08:47:00,2,169.54999999999998,21,4,3,1,431
13963,2023-02-04 14:43:00,4,664.54,307,1,4,3,143
13967,2023-07-17 12:02:00,1,80.7,145,2,1,1,211
13969,2023-12-02 15:11:00,18,9024.17,6,5,5,5,555
13971,2023-11-21 12:06:00,8,2758.26,18,4,5,5,455
13972,2023-09-30 11:54:00,2,190.25,70,3,3,1,331
13973,2023-02-25 15:21:00,1,264.7,286,1,1,2,112
13974,2023-10-21 14:41:00,1,413.59000000000003,48,3,1,2,312
13975,2023-11-08 13:19:00,6,2461.2400000000002,30,4,5,5,455
13976,2023-05-17 09:13:00,1,357.98,206,1,1,2,112
13978,2023-11-25 11:36:00,2,196.79,14,4,3,1,431
13979,2023-09-27 13:32:00,1,869.87,72,2,1,3,213
13980,2023-10-10 13:34:00,1,200.14,59,3,1,1,311
13982,2023-10-31 16:24:00,4,1871.81,38,3,4,4,344
13983,2023-11-10 11:06:00,12,2603.43,29,4,5,5,455
13984,2023-11-13 12:38:00,5,920.51,26,4,4,3,443
13985,2023-12-05 17:06:00,15,7060.13,3,5,5,5,555
13986,2023-11-22 15:00:00,1,320.46,16,4,1,2,412
13988,2023-11-20 10:15:00,6,4147.96,19,4,5,5,455
13989,2023-10-05 09:47:00,2,1266.08,65,3,3,4,334
13990,2023-05-10 15:19:00,1,311.3,212,1,1,2,112
13991,2023-11-27 16:18:00,6,852.88,11,5,5,3,553
13992,2023-11-09 15:23:00,1,76.8,29,4,1,1,411
13993,2023-10-28 09:06:00,9,3466.36,42,3,5,5,355
13994,2023-12-06 11:05:00,6,2274.14,3,5,5,5,555
13995,2023-11-24 14:22:00,5,1393.69,14,4,4,4,444
13999,2023-11-29 13:40:00,12,3901.81,9,5,5,5,555
14000,2023-05-12 16:50:00,1,635.66,210,1,1,3,113
14001,2023-10-25 10:31:00,3,2043.0800000000002,45,3,3,4,334
14002,2023-07-28 15:55:00,2,529.73,133,2,3,3,233
14004,2023-10-27 14:40:00,7,4582.64,42,3,5,5,355
14005,2023-11-30 12:41:00,5,2874.72,9,5,4,5,545
14006,2023-08-16 09:39:00,3,962.19,115,2,3,4,234
14009,2023-05-25 15:47:00,2,695.61,197,1,3,3,133
14012,2023-03-07 12:26:00,1,328.8,277,1,1,2,112
14013,2023-08-21 15:01:00,3,473.02,109,2,3,2,232
14014,2023-09-23 13:18:00,1,505.18,76,2,1,3,213
14015,2023-10-18 10:02:00,1,917.34,52,3,1,3,313
14016,2023-07-01 11:29:00,4,4341.21,161,2,4,5,245
14019,2023-10-24 10:13:00,3,1421.6100000000001,46,3,3,4,334
14020,2023-11-23 09:22:00,2,642.8,16,4,3,3,433
14021,2023-07-07 15:46:00,3,631.9,154,2,3,3,233
14022,2023-04-28 14:39:00,1,440.0,224,1,1,2,112
14023,2023-12-02 13:58:00,2,584.07,6,5,3,3,533
14024,2023-08-10 11:30:00,2,327.7,121,2,3,2,232
14027,2023-10-10 09:01:00,1,104.82,60,3,1,1,311
14029,2023-10-07 14:46:00,2,467.66,62,3,3,2,332
14030,2023-11-21 16:48:00,8,2358.84,17,4,5,5,455
14031,2023-12-02 17:13:00,19,17286.86,6,5,5,5,555
14032,2023-12-07 15:23:00,11,2975.59,1,5,5,5,555
14034,2023-11-17 14:02:00,3,648.89,21,4,3,3,433
14035,2023-11-11 10:03:00,5,1428.02,28,4,4,4,444
14036,2023-02-28 09:26:00,1,626.65,284,1,1,3,113
14037,2023-06-16 13:57:00,2,147.20000000000002,175,2,3,1,231
14038,2023-09-22 13:37:00,3,1560.38,77,2,3,4,234
14039,2023-11-06 13:48:00,1,152.2,32,4,1,1,411
14040,2023-10-30 12:42:00,12,3560.32,40,3,5,5,355
14041,2023-03-18 13:25:00,1,141.41,265,1,1,1,111
14044,2023-11-13 12:05:00,4,646.42,26,4,4,3,443
14045,2023-08-22 15:27:00,4,1659.75,108,2,4,4,244
14046,2023-02-28 14:48:00,1,154.99,283,1,1,1,111
14047,2023-12-01 11:43:00,5,1308.6100000000001,8,5,4,4,544
14048,2023-02-07 14:53:00,1,409.93,304,1,1,2,112
14049,2023-11-23 12:20:00,4,5578.72,16,4,4,5,445
14050,2023-11-08 10:00:00,2,746.36,31,4,3,3,433
14051,2023-12-09 10:20:00,23,15610.390000000001,0,5,5,5,555
14052,2023-11-20 12:30:00,1,225.35999999999999,19,4,1,1,411
14053,2023-08-07 14:27:00,2,260.25,123,2,3,2,232
14054,2023-10-05 15:49:00,1,92.46000000000001,64,3,1,1,311
14055,2023-08-25 15:04:00,1,725.6400000000001,105,2,1,3,213
14056,2023-12-08 13:36:00,23,8152.71,0,5,5,5,555
14057,2023-11-16 10:32:00,17,6211.66,23,4,5,5,455
14059,2023-03-18 10:06:00,1,183.6,266,1,1,1,111
14060,2023-12-05 12:29:00,19,6140.42,4,5,5,5,555
14062,2023-11-30 10:04:00,12,10464.85,9,5,5,5,555
14064,2023-11-10 13:14:00,5,1334.34,28,4,4,4,444
14066,2023-03-18 12:21:00,1,152.55,266,1,1,1,111
14067,2023-10-07 10:21:00,2,374.7,63,3,3,2,332
14068,2023-01-23 16:02:00,1,265.85,319,1,1,2,112
14071,2023-12-06 12:27:00,8,1437.57,3,5,5,4,554
14073,2023-11-07 15:49:00,1,151.04,31,4,1,1,411
14075,2023-12-05 08:38:00,3,942.26,4,5,3,4,534
14076,2023-08-02 15:19:00,1,118.67,128,2,1,1,211
14077,2023-10-30 12:35:00,5,499.42,40,3,4,3,343
14078,2023-08-30 12:16:00,6,1049.37,101,2,5,4,254
14079,2023-08-07 12:10:00,1,375.1,124,2,1,2,212
14080,2023-11-07 11:09:00,1,45.599999999999994,32,4,1,1,411
14081,2023-02-10 16:17:00,2,921.62,301,1,3,3,133
14082,2022-12-10 11:02:00,1,182.25,364,1,1,1,111
14083,2023-12-05 13:14:00,9,1002.9,3,5,5,4,554
14085,2023-12-07 13:46:00,18,4421.29,1,5,5,5,555
14087,2023-12-07 12:41:00,1,191.47,2,5,1,1,511
14088,2023-11-29 16:16:00,13,50491.81,9,5,5,5,555
14089,2023-10-14 10:38:00,1,158.75,56,3,1,1,311
14090,2023-01-19 10:51:00,1,76.32000000000001,324,1,1,1,111
14092,2023-12-02 12:13:00,14,4076.9100000000003,7,5,5,5,555
14093,2023-11-27 16:27:00,1,433.86,11,5,1,2,512
14096,2023-12-05 17:17:00,17,65164.79,3,5,5,5,555
14098,2023-11-03 10:13:00,1,147.35,36,3,1,1,311
14099,2023-11-23 13:53:00,11,3104.17,15,4,5,5,455
14100,2023-07-25 11:01:00,1,191.95,137,2,1,1,211
14101,2023-09-27 12:28:00,6,5976.79,73,2,5,5,255
14102,2023-12-04 15:38:00,5,1105.8799999999999,4,5,4,4,544
14104,2023-07-08 12:50:00,2,216.21,154,2,3,1,231
14105,2023-04-14 17:58:00,1,1266.23,238,1,1,4,114
14107,2023-10-19 12:12:00,7,2703.23,51,3,5,5,355
14108,2023-11-09 10:41:00,2,597.91,30,4,3,3,433
14109,2023-09-28 10:18:00,1,144.2,72,2,1,1,211
14110,2023-12-06 12:26:00,12,5683.15,3,5,5,5,555
14111,2023-11-25 13:44:00,4,692.85,13,4,4,3,443
14112,2023-11-17 12:30:00,7,2915.15,22,4,5,5,455
14113,2023-12-06 12:18:00,4,1840.42,3,5,4,4,544
14114,2023-03-11 09:42:00,2,386.53,273,1,3,2,132
14116,2023-11-20 10:29:00,5,1382.74,19,4,4,4,444
14117,2023-07-19 09:49:00,1,90.0,143,2,1,1,211
14121,2023-12-06 12:19:00,4,2780.15,3,5,4,5,545
14124,2023-09-16 13:32:00,1,419.58,83,2,1,2,212
14125,2023-11-29 12:47:00,3,2720.63,10,5,3,5,535
14126,2023-12-02 11:45:00,3,706.1300000000001,7,5,3,3,533
14127,2023-08-09 10:49:00,3,709.71,122,2,3,3,233
14128,2023-10-10 12:00:00,2,637.5,60,3,3,3,333
14129,2023-12-08 11:02:00,5,1123.8600000000001,1,5,4,4,544
14130,2023-01-24 16:05:00,1,480.91,318,1,1,2,112
14132,2023-12-07 13:35:00,11,3586.03,1,5,5,5,555
14133,2023-08-02 11:34:00,3,605.64,129,2,3,3,233
14135,2023-12-08 11:38:00,15,4690.31,1,5,5,5,555
14138,2023-12-08 12:44:00,2,965.88,1,5,3,4,534
14139,2023-10-24 13:34:00,1,415.82,45,3,1,2,312
14140,2023-12-06 09:05:00,2,935.05,3,5,3,4,534
14141,2023-12-07 09:53:00,4,915.13,2,5,4,3,543
14142,2022-12-01 16:33:00,1,311.81,372,1,1,2,112
14143,2023-07-29 09:48:00,1,115.8,133,2,1,1,211
14145,2023-10-24 12:10:00,4,3742.2,46,3,4,5,345
14146,2023-12-01 10:18:00,5,4191.0,8,5,4,5,545
14147,2023-09-22 18:10:00,2,483.4,77,2,3,2,232
14148,2023-04-20 12:02:00,1,157.2,233,1,1,1,111
14149,2023-05-03 09:44:00,1,446.62,220,1,1,2,112
14150,2023-11-04 10:05:00,2,658.64,35,3,3,3,333
14152,2023-09-25 12:54:00,2,621.29,74,2,3,3,233
14154,2023-04-14 16:26:00,2,1345.62,238,1,3,4,134
14155,2023-03-18 14:13:00,1,118.75,265,1,1,1,111
14156,2023-11-30 10:54:00,55,117210.08,9,5,5,5,555
14157,2023-11-20 11:32:00,2,424.89000000000004,19,4,3,2,432
14158,2023-10-30 15:08:00,1,507.65999999999997,39,3,1,3,313
14159,2023-11-20 12:36:00,11,4630.35,19,4,5,5,455
14161,2023-05-08 11:41:00,3,1097.6200000000001,215,1,3,4,134
14162,2023-06-19 11:36:00,2,289.36,173,2,3,2,232
14163,2023-09-13 15:18:00,4,2445.91,86,2,4,5,245
14164,2023-09-30 12:24:00,2,1631.77,70,3,3,4,334
14165,2023-03-09 12:39:00,1,120.44,275,1,1,1,111
14167,2023-10-31 14:29:00,4,562.59,38,3,4,3,343
14171,2023-09-02 16:43:00,1,363.79,97,2,1,2,212
14173,2023-11-29 11:54:00,4,450.84,10,5,4,2,542
14174,2023-11-06 13:17:00,1,134.46,32,4,1,1,411
14175,2023-10-11 11:55:00,3,3222.3,59,3,3,5,335
14176,2023-02-15 13:12:00,4,576.9000000000001,296,1,4,3,143
14177,2023-09-14 15:11:00,4,549.46,85,2,4,3,243
14178,2023-12-01 12:01:00,7,1600.26,8,5,5,4,554
14179,2023-10-30 12:07:00,2,701.57,40,3,3,3,333
14180,2023-11-29 10:56:00,25,4748.52,10,5,5,5,555
14184,2023-10-04 12:43:00,1,452.89,66,3,1,2,312
14185,2023-01-12 13:52:00,1,197.65,330,1,1,1,111
14188,2023-11-09 12:45:00,6,2054.36,30,4,5,4,454
14189,2023-12-07 15:55:00,15,4654.08,1,5,5,5,555
14191,2023-12-08 09:23:00,13,4684.76,1,5,5,5,555
14193,2023-10-03 09:34:00,2,853.39,67,3,3,3,333
14194,2023-12-05 10:38:00,21,11349.52,4,5,5,5,555
14195,2023-05-22 10:29:00,2,1012.0,201,1,3,4,134
14196,2023-08-25 10:25:00,1,335.52,106,2,1,2,212
14198,2023-11-21 16:35:00,4,701.4,17,4,4,3,443
14199,2023-05-05 13:44:00,1,185.39999999999998,217,1,1,1,111
14201,2023-10-10 13:27:00,7,747.44,59,3,5,3,353
14204,2023-12-07 13:38:00,1,150.61,1,5,1,1,511
14205,2023-11-23 10:55:00,2,466.7,16,4,3,2,432
14206,2023-04-14 16:38:00,1,328.15999999999997,238,1,1,2,112
14208,2023-09-06 12:48:00,1,151.74,94,2,1,1,211
14209,2023-11-29 10:18:00,6,2073.43,10,5,5,5,555
14210,2023-08-26 12:36:00,6,1905.8400000000001,105,2,5,4,254
14211,2023-10-17 13:23:00,9,2241.1,52,3,5,5,355
14212,2023-09-11 12:45:00,1,1070.48,89,2,1,4,214
14214,2023-11-09 10:31:00,5,1004.38,30,4,4,4,444
14215,2023-11-28 12:19:00,6,1789.72,11,5,5,4,554
14216,2023-12-06 14:56:00,4,1839.3,2,5,4,4,544
14217,2023-12-08 11:53:00,17,2004.98,1,5,5,4,554
14218,2023-10-28 10:00:00,1,169.48000000000002,42,3,1,1,311
14219,2023-12-05 16:23:00,1,89.94,3,5,1,1,511
14220,2023-04-06 13:23:00,2,632.4000000000001,246,1,3,3,133
14221,2023-10-28 13:42:00,9,3432.8,41,3,5,5,355
14222,2023-06-15 16:42:00,1,683.17,176,2,1,3,213
14223,2023-09-08 13:38:00,3,991.13,91,2,3,4,234
14224,2023-08-21 13:24:00,4,1009.73,109,2,4,4,244
14226,2023-11-11 11:34:00,5,2214.79,28,4,4,5,445
14227,2023-11-13 15:48:00,10,3350.96,25,4,5,5,455
14229,2023-10-19 10:04:00,3,1547.2,51,3,3,4,334
14231,2023-06-09 11:05:00,3,925.71,183,1,3,3,133
14232,2023-10-28 11:09:00,5,2048.07,42,3,4,4,344
14233,2023-10-21 15:54:00,4,1462.72,48,3,4,4,344
14234,2023-11-17 17:53:00,4,754.12,21,4,4,3,443
14235,2023-09-25 14:37:00,5,3144.86,74,2,4,5,245
14236,2023-09-20 09:13:00,2,490.86,80,2,3,3,233
14237,2022-12-01 13:20:00,1,161.0,372,1,1,1,111
14238,2023-01-17 14:40:00,1,146.85,325,1,1,1,111
14239,2023-10-27 14:40:00,11,2380.85,42,3,5,5,355
14240,2023-11-09 13:45:00,2,890.34,29,4,3,3,433
14241,2023-06-09 11:46:00,1,213.70000000000002,183,1,1,1,111
14242,2023-04-19 11:46:00,2,280.55,234,1,3,2,132
14243,2023-12-01 11:12:00,10,2588.77,8,5,5,5,555
14245,2023-05-04 08:40:00,2,1693.45,219,1,3,4,134
14246,2023-08-21 11:50:00,3,1474.06,110,2,3,4,234
14247,2023-03-06 15:21:00,1,136.77,277,1,1,1,111
14248,2023-01-25 14:45:00,1,302.58,317,1,1,2,112
14250,2023-12-02 14:30:00,3,1904.05,6,5,3,4,534
14251,2023-12-08 08:32:00,5,2879.7000000000003,1,5,4,5,545
14256,2023-03-24 13:17:00,2,969.0600000000001,259,1,3,4,134
14257,2023-10-06 16:54:00,5,3099.7200000000003,63,3,4,5,345
14258,2023-11-30 15:27:00,9,12669.98,8,5,5,5,555
14259,2023-07-21 10:44:00,1,120.0,141,2,1,1,211
14261,2023-10-20 10:04:00,2,1163.45,50,3,3,4,334
14262,2023-12-01 14:17:00,8,2618.23,7,5,5,5,555
14264,2023-07-08 10:20:00,2,333.97,154,2,3,2,232
14265,2023-08-22 13:32:00,2,530.18,108,2,3,3,233
14267,2023-06-30 10:09:00,3,1516.24,162,2,3,4,234
14270,2023-01-12 09:33:00,1,492.65000000000003,331,1,1,3,113
14271,2023-04-28 12:47:00,1,112.32000000000001,225,1,1,1,111
14272,2023-09-27 10:08:00,2,437.96,73,2,3,2,232
14273,2023-10-19 13:20:00,4,559.97,50,3,4,3,343
14276,2023-09-02 09:45:00,3,1119.74,98,2,3,4,234
14277,2023-11-24 15:01:00,3,4188.0,14,4,3,5,435
14280,2023-05-27 10:37:00,1,134.04,196,1,1,1,111
14282,2023-12-06 17:04:00,15,3701.44,2,5,5,5,555
14284,2023-11-09 08:11:00,2,595.25,30,4,3,3,433
14285,2023-11-18 14:50:00,4,1910.01,20,4,4,4,444
14286,2023-11-16 10:34:00,3,4628.75,23,4,3,5,435
14287,2023-12-01 13:25:00,3,176.63,7,5,3,1,531
14288,2023-05-10 13:22:00,1,426.6,212,1,1,2,112
14289,2023-12-01 11:44:00,6,911.26,8,5,5,3,553
14290,2023-11-28 14:02:00,5,2314.65,10,5,4,5,545
14291,2023-12-08 10:26:00,11,3883.25,1,5,5,5,555
14292,2023-12-02 11:50:00,9,4871.93,7,5,5,5,555
14293,2023-12-06 15:17:00,4,1046.56,2,5,4,4,544
14295,2023-10-30 15:50:00,1,166.20000000000002,39,3,1,1,311
14297,2023-11-22 09:06:00,4,1305.33,17,4,4,4,444
14298,2023-12-01 13:12:00,44,51527.3,7,5,5,5,555
14299,2023-12-01 16:05:00,9,3965.62,7,5,5,5,555
14300,2023-11-21 08:57:00,1,43.2,18,4,1,1,411
14301,2023-08-14 15:33:00,1,640.14,116,2,1,3,213
14304,2023-05-01 11:50:00,1,383.45,222,1,1,2,112
14305,2023-09-29 15:29:00,3,1858.96,70,3,3,4,334
14306,2023-10-19 13:23:00,2,2093.32,50,3,3,5,335
14307,2023-09-12 09:38:00,6,2995.7200000000003,88,2,5,5,255
14309,2023-12-01 13:33:00,9,2352.53,7,5,5,5,555
14311,2023-04-11 10:14:00,1,310.26,242,1,1,2,112
14312,2023-10-24 09:46:00,6,1611.5900000000001,46,3,5,4,354
14314,2023-08-25 10:39:00,1,120.0,106,2,1,1,211
14315,2023-10-26 12:06:00,6,2481.13,44,3,5,5,355
14317,2023-10-06 10:44:00,1,508.58,64,3,1,3,313
14320,2023-05-17 09:24:00,2,477.79,206,1,3,2,132
14321,2023-11-29 09:47:00,5,1530.75,10,5,4,4,544
14323,2023-08-17 11:37:00,2,605.0600000000001,114,2,3,3,233
14326,2023-04-11 15:04:00,1,183.85,241,1,1,1,111
14327,2023-06-29 13:58:00,1,311.65000000000003,162,2,1,2,212
14329,2023-11-22 15:50:00,7,4975.24,16,4,5,5,455
14331,2023-08-07 13:17:00,2,462.66,123,2,3,2,232
14332,2023-11-17 11:54:00,3,840.21,22,4,3,3,433
14333,2023-10-03 10:38:00,1,415.2,67,3,1,2,312
14334,2023-11-23 10:01:00,8,2552.21,16,4,5,5,455
14335,2023-11-23 13:41:00,2,454.86,15,4,3,2,432
14336,2023-11-23 11:40:00,4,1614.91,16,4,4,4,444
14338,2023-07-01 14:08:00,2,588.22,160,2,3,3,233
14339,2023-04-11 11:06:00,1,309.52000000000004,242,1,1,2,112
14340,2023-05-05 09:44:00,1,134.7,218,1,1,1,111
14341,2023-10-25 15:48:00,8,2166.98,44,3,5,5,355
14342,2023-11-18 13:21:00,4,668.5600000000001,20,4,4,3,443
14344,2023-08-04 13:51:00,8,889.9300000000001,126,2,5,3,253
14345,2023-11-01 09:51:00,1,108.98,38,3,1,1,311
14346,2023-08-11 09:47:00,2,1021.58,120,2,3,4,234
14348,2023-03-24 16:23:00,1,409.57,259,1,1,2,112
14349,2023-11-29 15:39:00,1,133.5,9,5,1,1,511
14350,2023-03-10 14:14:00,1,282.93,273,1,1,2,112
14351,2023-06-28 11:56:00,1,51.0,164,2,1,1,211
14352,2023-07-05 15:41:00,4,1078.96,156,2,4,4,244
14353,2023-05-08 16:06:00,1,90.6,214,1,1,1,111
14354,2023-12-04 11:32:00,2,163.62,5,5,3,1,531
14355,2022-12-09 12:16:00,1,174.4,365,1,1,1,111
14356,2023-09-21 09:18:00,2,701.23,79,2,3,3,233
14357,2023-10-27 16:23:00,1,225.12,42,3,1,1,311
14359,2023-11-20 13:17:00,3,912.1800000000001,18,4,3,3,433
14360,2023-11-08 09:12:00,4,2118.03,31,4,4,5,445
14362,2023-11-17 15:08:00,1,151.5,21,4,1,1,411
14364,2023-08-23 11:01:00,8,3717.35,108,2,5,5,255
14367,2023-12-01 13:19:00,16,9227.82,7,5,5,5,555
14368,2023-01-24 09:52:00,1,155.0,319,1,1,1,111
14371,2023-02-17 16:35:00,1,100.5,294,1,1,1,111
14373,2022-12-16 15:40:00,1,76.55,357,1,1,1,111
14375,2023-06-07 13:44:00,1,235.56,184,1,1,1,111
14377,2023-06-01 13:32:00,2,617.05,190,1,3,3,133
14379,2023-10-26 16:43:00,2,348.1,43,3,3,2,332
14381,2023-10-18 17:10:00,1,202.68,51,3,1,1,311
14382,2023-11-13 16:18:00,1,615.49,25,4,1,3,413
14383,2023-11-01 15:53:00,3,1247.69,37,3,3,4,334
14385,2023-11-30 15:36:00,3,202.10999999999999,8,5,3,1,531
14386,2023-02-16 09:45:00,1,142.4,296,1,1,1,111
14387,2023-11-07 12:29:00,3,1727.6,32,4,3,4,434
14388,2023-11-29 13:32:00,8,3212.84,9,5,5,5,555
14389,2023-10-05 15:17:00,2,1043.46,64,3,3,4,334
14390,2023-11-29 13:49:00,9,4642.57,9,5,5,5,555
14393,2023-05-05 18:16:00,1,67.95,217,1,1,1,111
14395,2023-12-07 14:34:00,9,3479.91,1,5,5,5,555
14396,2023-10-05 16:09:00,2,487.99,64,3,3,3,333
14397,2023-12-07 09:22:00,19,2612.96,2,5,5,5,555
14400,2023-07-13 15:50:00,1,574.7,148,2,1,3,213
14401,2023-12-05 13:30:00,13,4051.48,3,5,5,5,555
14403,2023-08-01 12:57:00,4,1475.81,129,2,4,4,244
14404,2023-11-06 12:30:00,6,1449.32,33,3,5,4,354
14406,2023-08-12 16:54:00,1,156.75,118,2,1,1,211
14407,2023-08-24 14:02:00,6,2157.73,106,2,5,5,255
14408,2023-11-29 11:41:00,7,2599.03,10,5,5,5,555
14409,2023-09-29 18:18:00,6,2059.4500000000003,70,3,5,5,355
14410,2023-09-08 15:08:00,9,1100.27,91,2,5,4,254
14411,2023-02-02 10:56:00,1,1063.0,310,1,1,4,114
14412,2023-10-28 10:45:00,2,770.03,42,3,3,3,333
14413,2022-12-12 13:37:00,1,121.05,361,1,1,1,111
14414,2023-09-09 12:09:00,7,1496.98,91,2,5,4,254
14415,2023-12-08 14:38:00,13,5855.57,0,5,5,5,555
14416,2023-11-17 15:22:00,2,490.22,21,4,3,3,433
14418,2023-12-06 11:39:00,3,1937.25,3,5,3,4,534
14419,2023-11-29 11:22:00,6,1051.79,10,5,5,4,554
14420,2023-09-01 18:07:00,1,387.52,98,2,1,2,212
14421,2023-10-13 13:24:00,2,813.11,56,3,3,3,333
14422,2023-12-09 11:26:00,6,4263.64,0,5,5,5,555
14423,2023-05-05 15:12:00,1,265.2,217,1,1,2,112
14424,2023-11-22 11:48:00,1,322.08,17,4,1,2,412
14426,2023-11-16 12:25:00,10,4481.67,23,4,5,5,455
14427,2023-10-20 14:23:00,2,363.34000000000003,49,3,3,2,332
14428,2023-12-02 13:17:00,5,1224.06,6,5,4,4,544
14431,2023-02-10 10:40:00,1,470.36,302,1,1,2,112
14432,2023-11-30 08:04:00,6,2248.5,9,5,5,5,555
14434,2023-11-18 08:56:00,6,1372.8,21,4,5,4,454
14436,2023-09-02 10:13:00,1,89.06,98,2,1,1,211
14437,2022-12-09 09:27:00,1,63.0,365,1,1,1,111
14438,2023-02-06 14:56:00,1,131.9,305,1,1,1,111
14439,2023-01-24 11:39:00,1,2661.24,319,1,1,5,115
14440,2023-12-01 15:42:00,5,2357.68,7,5,4,5,545
14441,2023-12-09 09:07:00,4,1712.89,0,5,4,4,544
